Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,country,state,total_population,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,churn_value
Yes,1,53,Offer B,Yes,38.35,No,Yes,Fiber Optic,82,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.45,4872.2,0.0,0,2032.55,6904.75,United States,California,55,Female,29,Yes,No,Yes,No,0,Yes,0
Yes,1,54,no offer,Yes,35.46,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,5278.15,11.45,0,1914.84,7181.54,United States,California,4552,Male,47,No,No,Yes,No,0,Yes,1
No,0,23,no offer,Yes,46.4,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.9,1509.8,0.0,130,1067.2,2707.0,United States,California,26662,Male,34,No,No,No,No,0,No,0
Yes,10,6,Offer E,Yes,1.57,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,113.5,0.0,0,9.42,122.92,United States,California,62660,Male,53,No,No,Yes,Yes,3,Yes,0
No,0,8,no offer,No,0.0,No,Yes,Cable,4,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,44.55,343.45,0.0,0,0.0,343.45,United States,California,364,Male,46,No,No,No,No,0,No,0
Yes,1,11,Offer D,Yes,31.08,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,1056.95,0.0,0,341.88,1398.83,United States,California,21739,Female,43,No,No,Yes,No,0,Yes,1
Yes,1,61,no offer,Yes,21.96,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.5,5673.7,0.0,0,1339.56,7013.26,United States,California,29310,Male,46,No,No,Yes,No,0,Yes,0
Yes,8,34,no offer,Yes,33.55,Yes,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,3527.3,0.0,0,1140.6999999999998,4668.0,United States,California,170,Male,21,Yes,No,Yes,No,0,Yes,0
No,0,56,no offer,Yes,37.99,Yes,Yes,Fiber Optic,24,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.35,5794.45,0.0,0,2127.44,7921.889999999999,United States,California,18058,Male,31,No,No,No,No,0,No,0
No,0,38,no offer,Yes,22.23,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,730.1,0.0,0,844.74,1574.84,United States,California,11191,Male,38,No,No,No,No,0,No,0
Yes,2,69,no offer,Yes,23.55,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1376.5,0.0,0,1624.95,3001.45,United States,California,31586,Male,29,Yes,No,Yes,Yes,1,Yes,0
Yes,4,72,Offer A,Yes,35.71,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,8349.45,0.0,0,2571.12,10920.57,United States,California,32857,Male,29,Yes,No,Yes,No,0,Yes,0
Yes,8,70,Offer A,Yes,46.2,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,113.0,7987.6,0.0,0,3234.0,11221.6,United States,California,78816,Female,74,No,Yes,Yes,No,0,Yes,0
No,0,7,no offer,No,0.0,No,Yes,Cable,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,201.95,0.0,0,0.0,201.95,United States,California,32901,Female,33,No,No,No,Yes,2,No,0
Yes,1,61,no offer,Yes,43.48,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.8,4860.85,17.17,0,2652.28,7495.96,United States,California,3684,Male,53,No,No,Yes,No,0,Yes,0
Yes,1,55,Offer B,Yes,41.89,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.5,4713.4,0.0,0,2303.95,7017.349999999999,United States,California,8692,Male,29,Yes,No,Yes,Yes,2,Yes,0
Yes,1,61,Offer B,Yes,4.69,Yes,Yes,Cable,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,69.9,4226.7,0.0,0,286.09000000000003,4512.79,United States,California,26032,Male,37,No,No,Yes,No,0,Yes,0
Yes,5,14,no offer,Yes,14.39,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,95.8,1346.3,0.0,0,201.46,1547.76,United States,California,117,Female,79,No,Yes,Yes,Yes,1,Yes,0
No,0,72,no offer,Yes,6.03,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0.0,0,434.16,8124.11,United States,California,27563,Male,66,No,Yes,Yes,No,0,Yes,1
No,0,22,Offer D,Yes,11.46,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05,1799.3,0.0,0,252.12,2051.42,United States,California,28318,Male,35,No,No,No,No,0,No,0
No,0,3,Offer E,Yes,46.36,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.75,247.25,0.0,0,139.07999999999998,386.33,United States,California,18735,Female,55,No,No,No,No,0,No,1
Yes,6,60,Offer B,Yes,24.68,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,Yes,No,No,Two Year,No,Bank Withdrawal,89.45,5294.6,0.0,10,1480.8,6785.400000000001,United States,California,8728,Female,70,No,Yes,Yes,No,0,Yes,0
No,0,3,no offer,Yes,17.87,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,242.0,0.0,0,53.61,295.61,United States,California,23,Female,40,No,No,No,No,0,No,1
No,0,1,no offer,Yes,30.63,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,30.63,50.18,United States,California,751,Male,42,No,No,No,Yes,3,No,0
No,0,7,Offer E,Yes,21.58,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,74.65,544.55,0.0,10,151.06,705.6099999999999,United States,California,37570,Male,23,Yes,No,No,No,0,No,1
Yes,3,4,Offer E,No,0.0,No,Yes,DSL,5,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,29.9,118.25,0.0,0,0.0,118.25,United States,California,3756,Male,78,No,Yes,Yes,No,0,Yes,0
No,0,13,no offer,Yes,44.99,No,Yes,Fiber Optic,27,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1011.8,24.99,0,584.87,1571.6799999999998,United States,California,23394,Female,22,Yes,No,No,No,0,No,0
No,0,3,no offer,Yes,17.42,No,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,160.85,0.0,0,52.260000000000005,213.11,United States,California,54876,Male,20,Yes,No,No,No,0,No,0
No,0,63,Offer B,Yes,41.8,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.6,5538.8,0.0,0,2633.4,8172.2,United States,California,1215,Female,74,No,Yes,No,No,0,No,0
No,0,36,no offer,Yes,44.87,No,Yes,Cable,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,76.35,2606.35,0.0,0,1615.32,4221.67,United States,California,322,Female,33,No,No,No,No,0,No,0
No,0,54,no offer,Yes,34.27,No,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,5299.65,0.0,0,1850.58,7150.23,United States,California,269,Female,36,No,No,No,No,0,No,0
No,0,47,no offer,Yes,8.85,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1029.8,0.0,0,415.95,1445.75,United States,California,9388,Female,50,No,No,No,No,0,No,0
Yes,9,41,Offer B,Yes,8.44,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65,875.55,0.0,0,346.04,1221.59,United States,California,2718,Female,40,No,No,Yes,No,0,Yes,0
No,0,13,Offer D,Yes,25.33,No,Yes,Cable,27,No,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,53.45,718.1,26.37,0,329.29,1021.02,United States,California,26971,Female,40,No,No,No,Yes,1,No,0
No,0,35,Offer C,Yes,10.49,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3527.6,0.0,0,367.15,3894.75,United States,California,58157,Female,44,No,No,No,No,0,No,1
No,0,10,Offer D,Yes,17.07,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.7,788.8,38.42,50,170.7,971.08,United States,California,8406,Male,54,No,No,No,No,0,No,1
Yes,4,30,Offer C,Yes,15.94,No,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,2369.3,0.0,0,478.2,2847.5,United States,California,68515,Female,24,Yes,No,Yes,No,0,Yes,0
Yes,2,44,no offer,Yes,26.25,No,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.95,4122.9,0.0,0,1155.0,5277.9,United States,California,32564,Male,46,No,No,Yes,Yes,1,Yes,0
Yes,6,47,Offer B,Yes,29.15,Yes,Yes,DSL,52,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.3,4107.25,0.0,130,1370.05,5607.3,United States,California,13129,Female,22,Yes,No,Yes,No,0,Yes,0
Yes,1,58,Offer B,Yes,3.18,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,0.0,0,184.44,5997.04,United States,California,34045,Male,67,No,Yes,Yes,No,0,Yes,1
No,0,52,Offer B,No,0.0,No,Yes,Cable,14,No,Yes,No,No,No,No,No,Yes,One Year,No,Mailed Check,30.1,1623.4,11.72,0,0.0,1611.68,United States,California,56101,Male,42,No,No,No,No,0,No,0
No,0,7,no offer,Yes,39.21,No,Yes,Fiber Optic,42,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,80.3,526.7,0.0,10,274.47,811.1700000000001,United States,California,36123,Female,21,Yes,No,No,No,0,No,1
Yes,1,20,no offer,Yes,5.37,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,1463.5,0.0,0,107.4,1570.9,United States,California,254,Male,71,No,Yes,Yes,No,0,Yes,1
No,0,13,no offer,Yes,3.36,Yes,Yes,Fiber Optic,15,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,98.15,1230.25,0.0,40,43.68,1313.93,United States,California,27822,Male,46,No,No,No,No,0,No,1
Yes,7,12,Offer D,No,0.0,No,Yes,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,35.5,432.25,0.0,0,0.0,432.25,United States,California,13485,Male,19,Yes,No,Yes,Yes,3,Yes,0
No,0,54,no offer,Yes,48.97,No,Yes,Fiber Optic,42,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,94.1,5060.9,0.0,140,2644.38,7845.28,United States,California,24741,Female,23,Yes,No,No,No,0,No,0
No,0,13,Offer D,Yes,33.13,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65,244.8,0.0,0,430.69000000000005,675.49,United States,California,25303,Female,61,No,No,No,No,0,No,0
No,0,7,no offer,Yes,30.99,No,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.9,497.3,0.0,0,216.93,714.23,United States,California,30751,Female,25,Yes,No,No,No,0,No,0
No,0,42,Offer B,Yes,6.42,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.0,4298.45,0.0,0,269.64,4568.09,United States,California,25068,Male,28,Yes,No,No,No,0,No,0
No,0,65,Offer B,Yes,39.52,Yes,Yes,Fiber Optic,57,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.1,6700.05,0.0,0,2568.8,9268.85,United States,California,901,Male,40,No,No,Yes,Yes,3,Yes,0
No,0,49,no offer,Yes,4.76,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.2,5290.45,0.0,0,233.24,5523.69,United States,California,49729,Male,35,No,No,No,Yes,3,No,0
Yes,1,62,no offer,Yes,2.41,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1296.15,0.0,0,149.42000000000002,1445.5700000000002,United States,California,13996,Female,57,No,No,Yes,Yes,2,Yes,0
No,0,32,no offer,Yes,25.21,No,Yes,Fiber Optic,26,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0.0,0,806.72,3990.12,United States,California,34716,Male,45,No,No,No,No,0,No,1
Yes,8,11,Offer D,Yes,49.19,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,196.35,0.0,0,541.0899999999999,737.4399999999999,United States,California,128,Female,37,No,No,Yes,Yes,1,Yes,0
No,0,1,Offer E,Yes,30.6,No,Yes,Fiber Optic,27,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.8,70.8,0.0,0,30.6,101.4,United States,California,6242,Female,23,Yes,No,No,No,0,No,1
Yes,1,37,no offer,Yes,43.68,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,677.05,29.21,0,1616.16,2264.0,United States,California,36123,Male,31,No,No,Yes,Yes,1,Yes,0
No,0,1,Offer E,Yes,42.46,No,Yes,Cable,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,89.55,0.0,0,42.46,132.01,United States,California,1954,Male,38,No,No,No,No,0,No,1
No,0,1,no offer,Yes,42.42,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,0.0,0,42.42,62.07,United States,California,41067,Female,28,Yes,No,No,No,0,No,0
Yes,10,69,Offer A,Yes,39.78,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,1641.8,45.75,0,2744.82,4340.87,United States,California,9823,Female,57,No,No,Yes,No,0,Yes,0
Yes,6,72,no offer,Yes,43.12,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.65,5011.15,0.0,0,3104.64,8115.789999999999,United States,California,22177,Female,59,No,No,Yes,No,0,Yes,0
Yes,1,26,Offer C,Yes,25.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,90.1,2312.55,47.79,0,666.38,2931.1400000000003,United States,California,9864,Female,46,No,No,Yes,No,0,Yes,0
No,0,3,no offer,No,0.0,No,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0.0,0,0.0,98.5,United States,California,25303,Female,34,No,No,No,No,0,No,0
Yes,6,62,no offer,No,0.0,No,Yes,Cable,4,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.0,2337.45,0.0,0,0.0,2337.45,United States,California,32857,Male,61,No,No,Yes,No,0,Yes,0
Yes,2,69,Offer A,Yes,48.8,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.45,7007.6,0.0,0,3367.2,10374.8,United States,California,34902,Male,30,No,No,Yes,No,0,Yes,1
Yes,4,26,Offer C,Yes,4.62,No,Yes,DSL,19,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.35,1285.8,0.0,0,120.12,1405.92,United States,California,850,Male,32,No,No,Yes,Yes,1,Yes,0
No,0,40,no offer,No,0.0,No,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.85,2036.55,0.0,0,0.0,2036.55,United States,California,3146,Female,27,Yes,No,Yes,Yes,3,Yes,0
Yes,7,33,no offer,Yes,48.09,No,Yes,DSL,9,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,51.45,1758.9,0.0,0,1586.97,3345.87,United States,California,5710,Female,42,No,No,Yes,No,0,Yes,0
Yes,5,72,Offer A,Yes,9.72,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.85,5824.75,0.0,10,699.84,6534.59,United States,California,452,Female,40,No,No,Yes,Yes,2,Yes,0
No,0,3,no offer,Yes,41.38,No,Yes,DSL,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,140.4,0.0,0,124.14,264.54,United States,California,435,Female,50,No,No,No,No,0,No,0
No,0,18,no offer,Yes,20.86,No,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,874.8,0.0,0,375.48,1250.28,United States,California,13188,Male,31,No,No,No,No,0,No,1
Yes,2,68,no offer,Yes,40.55,No,Yes,DSL,20,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.65,3975.9,0.0,0,2757.4,6733.299999999999,United States,California,734,Female,78,No,Yes,Yes,No,0,Yes,0
No,0,19,Offer D,Yes,4.03,No,Yes,Cable,26,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,48.8,953.65,0.0,0,76.57000000000001,1030.22,United States,California,17944,Female,59,No,No,No,Yes,2,No,0
No,0,7,no offer,Yes,41.14,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,45.75,344.2,29.0,0,287.98,603.1800000000001,United States,California,41713,Male,72,No,Yes,No,Yes,1,No,0
No,0,1,no offer,Yes,4.11,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.1,20.1,0.0,0,4.11,24.21,United States,California,4258,Male,25,Yes,No,No,No,0,No,1
No,0,56,Offer B,Yes,10.57,No,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,94.8,5264.3,0.0,0,591.9200000000001,5856.22,United States,California,4101,Male,71,No,Yes,No,Yes,2,No,0
No,0,7,Offer E,Yes,16.04,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,137.6,0.0,0,112.28,249.88,United States,California,25634,Female,27,Yes,No,No,No,0,No,1
No,0,5,Offer E,Yes,20.86,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55,0.0,0,104.3,596.85,United States,California,34902,Male,54,No,No,No,No,0,No,1
No,0,66,Offer A,Yes,28.06,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,100.8,6690.75,0.0,0,1851.96,8542.71,United States,California,31428,Female,73,No,Yes,Yes,No,0,Yes,0
No,0,7,no offer,Yes,49.16,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,136.75,0.0,0,344.12,480.87,United States,California,722,Male,47,No,No,No,Yes,2,No,0
No,0,1,no offer,Yes,5.02,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.05,19.05,0.0,0,5.02,24.07,United States,California,33300,Male,46,No,No,No,No,0,No,0
No,0,8,Offer E,Yes,41.85,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.7,572.85,0.0,0,334.8,907.65,United States,California,53510,Male,66,No,Yes,No,No,0,No,0
Yes,8,62,Offer B,Yes,15.05,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.05,6703.5,0.0,0,933.1,7636.6,United States,California,6317,Female,47,No,No,Yes,Yes,2,Yes,0
Yes,1,56,no offer,Yes,2.8,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.55,5116.6,0.0,40,156.79999999999998,5313.400000000001,United States,California,3641,Female,63,No,No,Yes,No,0,Yes,0
No,0,41,no offer,Yes,32.66,Yes,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.85,962.25,0.0,0,1339.06,2301.31,United States,California,45645,Female,38,No,No,No,No,0,No,0
No,0,57,no offer,Yes,24.67,No,Yes,DSL,42,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.35,4317.35,0.0,0,1406.19,5723.540000000001,United States,California,16357,Male,30,No,No,No,No,0,No,0
Yes,4,1,Offer E,No,0.0,No,Yes,DSL,29,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,United States,California,9864,Female,29,Yes,No,Yes,No,0,Yes,1
No,0,38,Offer C,Yes,30.09,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,89.1,3342.0,0.0,90,1143.42,4575.42,United States,California,27505,Female,63,No,No,No,No,0,No,0
Yes,1,11,Offer D,Yes,21.58,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,825.7,0.0,0,237.38,1063.08,United States,California,51213,Male,39,No,No,Yes,No,0,Yes,1
No,0,26,no offer,Yes,37.51,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,1815.65,0.0,0,975.26,2790.91,United States,California,751,Female,49,No,No,No,No,0,No,0
Yes,3,72,no offer,Yes,12.96,No,Yes,DSL,56,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5886.85,0.0,0,933.12,6819.97,United States,California,2220,Female,35,No,No,Yes,Yes,3,Yes,0
Yes,1,30,Offer C,Yes,48.02,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,0.0,0,1440.6,4358.25,United States,California,25882,Male,79,No,Yes,Yes,No,0,Yes,0
No,0,1,no offer,Yes,38.44,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.55,19.55,0.0,0,38.44,57.99,United States,California,47224,Male,27,Yes,No,No,No,0,No,1
No,0,1,Offer E,Yes,27.05,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.85,70.85,0.0,0,27.05,97.9,United States,California,348,Female,51,No,No,No,No,0,No,1
Yes,8,68,no offer,Yes,7.47,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.45,5333.35,0.0,0,507.96,5841.31,United States,California,31180,Female,57,No,No,Yes,Yes,3,Yes,0
Yes,2,63,no offer,Yes,18.14,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6479.4,0.0,0,1142.82,7622.219999999999,United States,California,131,Female,77,No,Yes,Yes,No,0,Yes,0
Yes,1,60,no offer,Yes,39.76,No,Yes,DSL,76,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.05,4663.4,0.0,0,2385.6,7049.0,United States,California,14814,Male,59,No,No,Yes,Yes,3,Yes,0
Yes,6,19,Offer D,Yes,4.7,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.6,414.95,0.0,0,89.3,504.25,United States,California,259,Male,43,No,No,Yes,Yes,2,Yes,0
Yes,1,12,no offer,Yes,37.65,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,229.6,0.0,0,451.8,681.4,United States,California,36274,Female,59,No,No,Yes,No,0,Yes,1
No,0,41,no offer,Yes,40.78,No,Yes,Fiber Optic,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.25,2868.05,0.0,0,1671.98,4540.030000000001,United States,California,796,Female,25,Yes,No,No,No,0,No,1
No,0,25,Offer C,Yes,39.9,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75,1266.35,15.76,0,997.5,2248.09,United States,California,1591,Female,37,No,No,No,Yes,1,No,0
No,0,71,Offer A,Yes,28.4,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,0.0,0,2016.4,10009.7,United States,California,592,Female,25,Yes,No,No,No,0,No,0
Yes,1,56,Offer B,Yes,13.2,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,1327.15,0.0,0,739.1999999999999,2066.35,United States,California,72993,Male,19,Yes,No,Yes,No,0,Yes,1
Yes,5,8,no offer,Yes,43.05,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,139.75,0.0,0,344.4,484.15,United States,California,31926,Female,54,No,No,Yes,Yes,3,Yes,0
No,0,20,no offer,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,1493.55,17.6,0,76.0,1551.95,United States,California,59632,Male,56,No,No,No,No,0,No,0
No,0,43,no offer,Yes,3.18,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,876.15,15.17,0,136.74,997.72,United States,California,16910,Male,57,No,No,No,No,0,No,0
Yes,5,17,Offer D,No,0.0,No,Yes,DSL,23,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.65,646.05,0.0,0,0.0,646.05,United States,California,46171,Female,48,No,No,Yes,No,0,Yes,0
Yes,1,44,no offer,Yes,4.17,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,780.25,0.0,0,183.48,963.73,United States,California,13386,Female,21,Yes,No,Yes,Yes,2,Yes,0
No,0,2,no offer,Yes,27.17,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.5,27.55,0.0,0,54.34,81.89,United States,California,291,Female,19,Yes,No,No,No,0,No,0
